today,i'm
today,good
today,thank
i'm,originally
good,originally
thank,originally
originally,um
originally,born
originally,mexico
originally,city
um,really
born,really
mexico,really
city,really
really,yes
yes,move
yes,la
move,um
move,thirty
move,four
move,year
move,ago
la,um
la,thirty
la,four
la,year
la,ago
um,that's
um,long
um,time
thirty,that's
thirty,long
thirty,time
four,that's
four,long
four,time
year,that's
year,long
year,time
ago,that's
ago,long
ago,time
that's,yeah
that's,*laughter*
long,yeah
long,*laughter*
time,yeah
time,*laughter*
yeah,often
yeah,go
yeah,back
yeah,hometown
*laughter*,often
*laughter*,go
*laughter*,back
*laughter*,hometown
often,um
often,try
often,go
often,back
often,year
often,three
often,year
go,um
go,try
go,go
go,back
go,year
go,three
go,year
back,um
back,try
back,go
back,back
back,year
back,three
back,year
hometown,um
hometown,try
hometown,go
hometown,back
hometown,year
hometown,three
hometown,year
um,compare
um,la
time,compare
time,la
i've,compare
i've,la
traveled,compare
traveled,la
place,compare
place,la
i'm,compare
i'm,la
planning,compare
planning,la
going,compare
going,la
back,compare
back,la
probably,compare
probably,la
next,compare
next,la
year,compare
year,la
compare,um
compare,well
compare,can't
compare,ever
compare,see
compare,moving
compare,back
compare,mexico
compare,city
compare,huge
compare,huge
compare,city
compare,and,
compare,like
compare,la
compare,there's
compare,opportunity
compare,and,
compare,feel
compare,home
la,um
la,well
la,can't
la,ever
la,see
la,moving
la,back
la,mexico
la,city
la,huge
la,huge
la,city
la,and,
la,like
la,la
la,there's
la,opportunity
la,and,
la,feel
la,home
um,move
um,la
well,move
well,la
can't,move
can't,la
ever,move
ever,la
see,move
see,la
moving,move
moving,la
back,move
back,la
mexico,move
mexico,la
city,move
city,la
huge,move
huge,la
huge,move
huge,la
city,move
city,la
and,,move
and,,la
like,move
like,la
la,move
la,la
there's,move
there's,la
opportunity,move
opportunity,la
and,,move
and,,la
feel,move
feel,la
home,move
home,la
move,family
move,moved
move,um
move,like
move,said
move,young
move,parent
move,moved
move,um
move,california
move,work
move,stayed
la,family
la,moved
la,um
la,like
la,said
la,young
la,parent
la,moved
la,um
la,california
la,work
la,stayed
family,i'm
family,sure
family,tell
family,shoe
family,i'm
family,much
family,world
family,explorer
family,travel
family,lot
moved,i'm
moved,sure
moved,tell
moved,shoe
moved,i'm
moved,much
moved,world
moved,explorer
moved,travel
moved,lot
um,i'm
um,sure
um,tell
um,shoe
um,i'm
um,much
um,world
um,explorer
um,travel
um,lot
like,i'm
like,sure
like,tell
like,shoe
like,i'm
like,much
like,world
like,explorer
like,travel
like,lot
said,i'm
said,sure
said,tell
said,shoe
said,i'm
said,much
said,world
said,explorer
said,travel
said,lot
young,i'm
young,sure
young,tell
young,shoe
young,i'm
young,much
young,world
young,explorer
young,travel
young,lot
parent,i'm
parent,sure
parent,tell
parent,shoe
parent,i'm
parent,much
parent,world
parent,explorer
parent,travel
parent,lot
moved,i'm
moved,sure
moved,tell
moved,shoe
moved,i'm
moved,much
moved,world
moved,explorer
moved,travel
moved,lot
um,i'm
um,sure
um,tell
um,shoe
um,i'm
um,much
um,world
um,explorer
um,travel
um,lot
california,i'm
california,sure
california,tell
california,shoe
california,i'm
california,much
california,world
california,explorer
california,travel
california,lot
work,i'm
work,sure
work,tell
work,shoe
work,i'm
work,much
work,world
work,explorer
work,travel
work,lot
stayed,i'm
stayed,sure
stayed,tell
stayed,shoe
stayed,i'm
stayed,much
stayed,world
stayed,explorer
stayed,travel
stayed,lot
i'm,um
i'm,love
i'm,traveling
i'm,traveled
i'm,much
i'm,would
i'm,like
i'm,um
i'm,love
i'm,travel
sure,um
sure,love
sure,traveling
sure,traveled
sure,much
sure,would
sure,like
sure,um
sure,love
sure,travel
tell,um
tell,love
tell,traveling
tell,traveled
tell,much
tell,would
tell,like
tell,um
tell,love
tell,travel
shoe,um
shoe,love
shoe,traveling
shoe,traveled
shoe,much
shoe,would
shoe,like
shoe,um
shoe,love
shoe,travel
i'm,um
i'm,love
i'm,traveling
i'm,traveled
i'm,much
i'm,would
i'm,like
i'm,um
i'm,love
i'm,travel
much,um
much,love
much,traveling
much,traveled
much,much
much,would
much,like
much,um
much,love
much,travel
world,um
world,love
world,traveling
world,traveled
world,much
world,would
world,like
world,um
world,love
world,travel
explorer,um
explorer,love
explorer,traveling
explorer,traveled
explorer,much
explorer,would
explorer,like
explorer,um
explorer,love
explorer,travel
travel,um
travel,love
travel,traveling
travel,traveled
travel,much
travel,would
travel,like
travel,um
travel,love
travel,travel
lot,um
lot,love
lot,traveling
lot,traveled
lot,much
lot,would
lot,like
lot,um
lot,love
lot,travel
um,enjoy
um,traveling
love,enjoy
love,traveling
traveling,enjoy
traveling,traveling
traveled,enjoy
traveled,traveling
much,enjoy
much,traveling
would,enjoy
would,traveling
like,enjoy
like,traveling
um,enjoy
um,traveling
love,enjoy
love,traveling
travel,enjoy
travel,traveling
enjoy,um
enjoy,seeing
enjoy,new
enjoy,thing
enjoy,meeting
enjoy,people
enjoy,country
enjoy,um,
enjoy,feeling
enjoy,relaxed
enjoy,worry
enjoy,vacation,
enjoy,um
enjoy,love
enjoy,being,
enjoy,place
traveling,um
traveling,seeing
traveling,new
traveling,thing
traveling,meeting
traveling,people
traveling,country
traveling,um,
traveling,feeling
traveling,relaxed
traveling,worry
traveling,vacation,
traveling,um
traveling,love
traveling,being,
traveling,place
um,i'd
um,love
um,hear
um,one
um,trip
seeing,i'd
seeing,love
seeing,hear
seeing,one
seeing,trip
new,i'd
new,love
new,hear
new,one
new,trip
thing,i'd
thing,love
thing,hear
thing,one
thing,trip
meeting,i'd
meeting,love
meeting,hear
meeting,one
meeting,trip
people,i'd
people,love
people,hear
people,one
people,trip
country,i'd
country,love
country,hear
country,one
country,trip
um,,i'd
um,,love
um,,hear
um,,one
um,,trip
feeling,i'd
feeling,love
feeling,hear
feeling,one
feeling,trip
relaxed,i'd
relaxed,love
relaxed,hear
relaxed,one
relaxed,trip
worry,i'd
worry,love
worry,hear
worry,one
worry,trip
vacation,,i'd
vacation,,love
vacation,,hear
vacation,,one
vacation,,trip
um,i'd
um,love
um,hear
um,one
um,trip
love,i'd
love,love
love,hear
love,one
love,trip
being,,i'd
being,,love
being,,hear
being,,one
being,,trip
place,i'd
place,love
place,hear
place,one
place,trip
i'd,um
i'd,last
i'd,trip
i'd,took
i'd,seven
i'd,day
i'd,cruise,
i'd,went
i'd,saint
i'd,thomas
i'd,barbados
i'd,saint
i'd,lucia,
i'd,um,
i'd,saint
i'd,martin,
i'd,amazing
i'd,would
i'd,love
i'd,trip
love,um
love,last
love,trip
love,took
love,seven
love,day
love,cruise,
love,went
love,saint
love,thomas
love,barbados
love,saint
love,lucia,
love,um,
love,saint
love,martin,
love,amazing
love,would
love,love
love,trip
hear,um
hear,last
hear,trip
hear,took
hear,seven
hear,day
hear,cruise,
hear,went
hear,saint
hear,thomas
hear,barbados
hear,saint
hear,lucia,
hear,um,
hear,saint
hear,martin,
hear,amazing
hear,would
hear,love
hear,trip
one,um
one,last
one,trip
one,took
one,seven
one,day
one,cruise,
one,went
one,saint
one,thomas
one,barbados
one,saint
one,lucia,
one,um,
one,saint
one,martin,
one,amazing
one,would
one,love
one,trip
trip,um
trip,last
trip,trip
trip,took
trip,seven
trip,day
trip,cruise,
trip,went
trip,saint
trip,thomas
trip,barbados
trip,saint
trip,lucia,
trip,um,
trip,saint
trip,martin,
trip,amazing
trip,would
trip,love
trip,trip
um,what's
um,one
um,memorable
um,experience
last,what's
last,one
last,memorable
last,experience
trip,what's
trip,one
trip,memorable
trip,experience
took,what's
took,one
took,memorable
took,experience
seven,what's
seven,one
seven,memorable
seven,experience
day,what's
day,one
day,memorable
day,experience
cruise,,what's
cruise,,one
cruise,,memorable
cruise,,experience
went,what's
went,one
went,memorable
went,experience
saint,what's
saint,one
saint,memorable
saint,experience
thomas,what's
thomas,one
thomas,memorable
thomas,experience
barbados,what's
barbados,one
barbados,memorable
barbados,experience
saint,what's
saint,one
saint,memorable
saint,experience
lucia,,what's
lucia,,one
lucia,,memorable
lucia,,experience
um,,what's
um,,one
um,,memorable
um,,experience
saint,what's
saint,one
saint,memorable
saint,experience
martin,,what's
martin,,one
martin,,memorable
martin,,experience
amazing,what's
amazing,one
amazing,memorable
amazing,experience
would,what's
would,one
would,memorable
would,experience
love,what's
love,one
love,memorable
love,experience
trip,what's
trip,one
trip,memorable
trip,experience
what's,um,
what's,think
what's,*sigh*
what's,going
what's,mexico
what's,last
what's,time
what's,there,
what's,went
what's,pyramid
what's,teotihuacan
what's,many
what's,year
what's,amazing
what's,see,
what's,pyramid
what's,can't
what's,even
what's,imagine
what's,able
what's,build
what's,great
what's,um
what's,structure
one,um,
one,think
one,*sigh*
one,going
one,mexico
one,last
one,time
one,there,
one,went
one,pyramid
one,teotihuacan
one,many
one,year
one,amazing
one,see,
one,pyramid
one,can't
one,even
one,imagine
one,able
one,build
one,great
one,um
one,structure
memorable,um,
memorable,think
memorable,*sigh*
memorable,going
memorable,mexico
memorable,last
memorable,time
memorable,there,
memorable,went
memorable,pyramid
memorable,teotihuacan
memorable,many
memorable,year
memorable,amazing
memorable,see,
memorable,pyramid
memorable,can't
memorable,even
memorable,imagine
memorable,able
memorable,build
memorable,great
memorable,um
memorable,structure
experience,um,
experience,think
experience,*sigh*
experience,going
experience,mexico
experience,last
experience,time
experience,there,
experience,went
experience,pyramid
experience,teotihuacan
experience,many
experience,year
experience,amazing
experience,see,
experience,pyramid
experience,can't
experience,even
experience,imagine
experience,able
experience,build
experience,great
experience,um
experience,structure
um,,consider
um,,shy
um,,outgoing
think,consider
think,shy
think,outgoing
*sigh*,consider
*sigh*,shy
*sigh*,outgoing
going,consider
going,shy
going,outgoing
mexico,consider
mexico,shy
mexico,outgoing
last,consider
last,shy
last,outgoing
time,consider
time,shy
time,outgoing
there,,consider
there,,shy
there,,outgoing
went,consider
went,shy
went,outgoing
pyramid,consider
pyramid,shy
pyramid,outgoing
teotihuacan,consider
teotihuacan,shy
teotihuacan,outgoing
many,consider
many,shy
many,outgoing
year,consider
year,shy
year,outgoing
amazing,consider
amazing,shy
amazing,outgoing
see,,consider
see,,shy
see,,outgoing
pyramid,consider
pyramid,shy
pyramid,outgoing
can't,consider
can't,shy
can't,outgoing
even,consider
even,shy
even,outgoing
imagine,consider
imagine,shy
imagine,outgoing
able,consider
able,shy
able,outgoing
build,consider
build,shy
build,outgoing
great,consider
great,shy
great,outgoing
um,consider
um,shy
um,outgoing
structure,consider
structure,shy
structure,outgoing
consider,uh
consider,consider
consider,shy
shy,uh
shy,consider
shy,shy
outgoing,uh
outgoing,consider
outgoing,shy
um,study
um,school
social,study
social,school
situation,study
situation,school
kind,study
kind,school
feel,study
feel,school
uncomfortable,,study
uncomfortable,,school
um,study
um,school
i'm,study
i'm,school
one,study
one,school
just,,study
just,,school
go,study
go,school
people,study
people,school
start,study
start,school
conversations,,study
conversations,,school
um,study
um,school
people,study
people,school
come,study
come,school
course,study
course,school
i'll,study
i'll,school
talk,study
talk,school
feel,study
feel,school
slightly,study
slightly,school
awkward,study
awkward,school
just,,study
just,,school
kind,study
kind,school
place,study
place,school
party,study
party,school
study,um
study,actually
study,studied
study,history
school,um
school,actually
school,studied
school,history
um,awesome
actually,awesome
studied,awesome
history,awesome
awesome,*laughter*
*laughter*,decide
decide,um
decide,i've
decide,always
decide,interested
decide,history,
decide,wanted
decide,learn
decide,history
decide,culture
decide,course
decide,u
decide,history,
decide,i'm
decide,uh
decide,history
um,still
um,working
i've,still
i've,working
always,still
always,working
interested,still
interested,working
history,,still
history,,working
wanted,still
wanted,working
learn,still
learn,working
history,still
history,working
culture,still
culture,working
course,still
course,working
u,still
u,working
history,,still
history,,working
i'm,still
i'm,working
uh,still
uh,working
history,still
history,working
