today,okay
okay,originally
originally,virginia
virginia,move
virginia,la
move,wanted
move,live
move,somewhere
move,different
move,virginia
move,little
move,bit
move,diversity
la,wanted
la,live
la,somewhere
la,different
la,virginia
la,little
la,bit
la,diversity
wanted,often
wanted,go
wanted,back
wanted,hometown
live,often
live,go
live,back
live,hometown
somewhere,often
somewhere,go
somewhere,back
somewhere,hometown
different,often
different,go
different,back
different,hometown
virginia,often
virginia,go
virginia,back
virginia,hometown
little,often
little,go
little,back
little,hometown
bit,often
bit,go
bit,back
bit,hometown
diversity,often
diversity,go
diversity,back
diversity,hometown
often,um
often,year
often,maybe
go,um
go,year
go,maybe
back,um
back,year
back,maybe
hometown,um
hometown,year
hometown,maybe
um,compare
um,la
year,compare
year,la
maybe,compare
maybe,la
compare,um,
compare,lot
compare,slower
compare,there's
compare,lot
compare,le
la,um,
la,lot
la,slower
la,there's
la,lot
la,le
um,,move
um,,la
lot,move
lot,la
slower,move
slower,la
there's,move
there's,la
lot,move
lot,la
le,move
le,la
move,um
move,wanted
move,live
move,somewhere
move,different
move,and,
move,nicer
move,warmer
move,climate
move,um
move,somewhere
move,there's
move,lot
move,and,
move,there's
move,lot
move,going
la,um
la,wanted
la,live
la,somewhere
la,different
la,and,
la,nicer
la,warmer
la,climate
la,um
la,somewhere
la,there's
la,lot
la,and,
la,there's
la,lot
la,going
um,easy
um,get
um,used
um,living
um,la
wanted,easy
wanted,get
wanted,used
wanted,living
wanted,la
live,easy
live,get
live,used
live,living
live,la
somewhere,easy
somewhere,get
somewhere,used
somewhere,living
somewhere,la
different,easy
different,get
different,used
different,living
different,la
and,,easy
and,,get
and,,used
and,,living
and,,la
nicer,easy
nicer,get
nicer,used
nicer,living
nicer,la
warmer,easy
warmer,get
warmer,used
warmer,living
warmer,la
climate,easy
climate,get
climate,used
climate,living
climate,la
um,easy
um,get
um,used
um,living
um,la
somewhere,easy
somewhere,get
somewhere,used
somewhere,living
somewhere,la
there's,easy
there's,get
there's,used
there's,living
there's,la
lot,easy
lot,get
lot,used
lot,living
lot,la
and,,easy
and,,get
and,,used
and,,living
and,,la
there's,easy
there's,get
there's,used
there's,living
there's,la
lot,easy
lot,get
lot,used
lot,living
lot,la
going,easy
going,get
going,used
going,living
going,la
easy,really
easy,easy
easy,'cause
easy,wanted
easy,something
easy,different
easy,wanted
easy,something
easy,different
get,really
get,easy
get,'cause
get,wanted
get,something
get,different
get,wanted
get,something
get,different
used,really
used,easy
used,'cause
used,wanted
used,something
used,different
used,wanted
used,something
used,different
living,really
living,easy
living,'cause
living,wanted
living,something
living,different
living,wanted
living,something
living,different
la,really
la,easy
la,'cause
la,wanted
la,something
la,different
la,wanted
la,something
la,different
really,thing
really,really
really,like
really,la
easy,thing
easy,really
easy,like
easy,la
'cause,thing
'cause,really
'cause,like
'cause,la
wanted,thing
wanted,really
wanted,like
wanted,la
something,thing
something,really
something,like
something,la
different,thing
different,really
different,like
different,la
wanted,thing
wanted,really
wanted,like
wanted,la
something,thing
something,really
something,like
something,la
different,thing
different,really
different,like
different,la
thing,like
thing,um,
thing,like
thing,thing
thing,like
thing,museum
thing,like,
thing,beach
thing,mountain
thing,the,
thing,hiking
thing,free
thing,thing
really,like
really,um,
really,like
really,thing
really,like
really,museum
really,like,
really,beach
really,mountain
really,the,
really,hiking
really,free
really,thing
like,like
like,um,
like,like
like,thing
like,like
like,museum
like,like,
like,beach
like,mountain
like,the,
like,hiking
like,free
like,thing
la,like
la,um,
la,like
la,thing
la,like
la,museum
la,like,
la,beach
la,mountain
la,the,
la,hiking
la,free
la,thing
like,thing
like,really
like,like
like,la
um,,thing
um,,really
um,,like
um,,la
like,thing
like,really
like,like
like,la
thing,thing
thing,really
thing,like
thing,la
like,thing
like,really
like,like
like,la
museum,thing
museum,really
museum,like
museum,la
like,,thing
like,,really
like,,like
like,,la
beach,thing
beach,really
beach,like
beach,la
mountain,thing
mountain,really
mountain,like
mountain,la
the,,thing
the,,really
the,,like
the,,la
hiking,thing
hiking,really
hiking,like
hiking,la
free,thing
free,really
free,like
free,la
thing,thing
thing,really
thing,like
thing,la
thing,mm
thing,people
thing,appreciate
thing,come
thing,wanna
thing,take
thing,something
thing,wanna
thing,give
thing,anything
thing,back
thing,and,
thing,bad
thing,driver
really,mm
really,people
really,appreciate
really,come
really,wanna
really,take
really,something
really,wanna
really,give
really,anything
really,back
really,and,
really,bad
really,driver
like,mm
like,people
like,appreciate
like,come
like,wanna
like,take
like,something
like,wanna
like,give
like,anything
like,back
like,and,
like,bad
like,driver
la,mm
la,people
la,appreciate
la,come
la,wanna
la,take
la,something
la,wanna
la,give
la,anything
la,back
la,and,
la,bad
la,driver
mm,i'm
mm,sure
mm,tell
mm,shoe
mm,i'm
mm,much
mm,world
mm,explorer
mm,travel
mm,lot
people,i'm
people,sure
people,tell
people,shoe
people,i'm
people,much
people,world
people,explorer
people,travel
people,lot
appreciate,i'm
appreciate,sure
appreciate,tell
appreciate,shoe
appreciate,i'm
appreciate,much
appreciate,world
appreciate,explorer
appreciate,travel
appreciate,lot
come,i'm
come,sure
come,tell
come,shoe
come,i'm
come,much
come,world
come,explorer
come,travel
come,lot
wanna,i'm
wanna,sure
wanna,tell
wanna,shoe
wanna,i'm
wanna,much
wanna,world
wanna,explorer
wanna,travel
wanna,lot
take,i'm
take,sure
take,tell
take,shoe
take,i'm
take,much
take,world
take,explorer
take,travel
take,lot
something,i'm
something,sure
something,tell
something,shoe
something,i'm
something,much
something,world
something,explorer
something,travel
something,lot
wanna,i'm
wanna,sure
wanna,tell
wanna,shoe
wanna,i'm
wanna,much
wanna,world
wanna,explorer
wanna,travel
wanna,lot
give,i'm
give,sure
give,tell
give,shoe
give,i'm
give,much
give,world
give,explorer
give,travel
give,lot
anything,i'm
anything,sure
anything,tell
anything,shoe
anything,i'm
anything,much
anything,world
anything,explorer
anything,travel
anything,lot
back,i'm
back,sure
back,tell
back,shoe
back,i'm
back,much
back,world
back,explorer
back,travel
back,lot
and,,i'm
and,,sure
and,,tell
and,,shoe
and,,i'm
and,,much
and,,world
and,,explorer
and,,travel
and,,lot
bad,i'm
bad,sure
bad,tell
bad,shoe
bad,i'm
bad,much
bad,world
bad,explorer
bad,travel
bad,lot
driver,i'm
driver,sure
driver,tell
driver,shoe
driver,i'm
driver,much
driver,world
driver,explorer
driver,travel
driver,lot
i'm,uh
i'm,much
i'm,would
i'm,like
i'm,i,
i'm,travel
i'm,whenever
i'm,usually
i'm,can't
i'm,afford
i'm,much
sure,uh
sure,much
sure,would
sure,like
sure,i,
sure,travel
sure,whenever
sure,usually
sure,can't
sure,afford
sure,much
tell,uh
tell,much
tell,would
tell,like
tell,i,
tell,travel
tell,whenever
tell,usually
tell,can't
tell,afford
tell,much
shoe,uh
shoe,much
shoe,would
shoe,like
shoe,i,
shoe,travel
shoe,whenever
shoe,usually
shoe,can't
shoe,afford
shoe,much
i'm,uh
i'm,much
i'm,would
i'm,like
i'm,i,
i'm,travel
i'm,whenever
i'm,usually
i'm,can't
i'm,afford
i'm,much
much,uh
much,much
much,would
much,like
much,i,
much,travel
much,whenever
much,usually
much,can't
much,afford
much,much
world,uh
world,much
world,would
world,like
world,i,
world,travel
world,whenever
world,usually
world,can't
world,afford
world,much
explorer,uh
explorer,much
explorer,would
explorer,like
explorer,i,
explorer,travel
explorer,whenever
explorer,usually
explorer,can't
explorer,afford
explorer,much
travel,uh
travel,much
travel,would
travel,like
travel,i,
travel,travel
travel,whenever
travel,usually
travel,can't
travel,afford
travel,much
lot,uh
lot,much
lot,would
lot,like
lot,i,
lot,travel
lot,whenever
lot,usually
lot,can't
lot,afford
lot,much
uh,enjoy
uh,traveling
much,enjoy
much,traveling
would,enjoy
would,traveling
like,enjoy
like,traveling
i,,enjoy
i,,traveling
travel,enjoy
travel,traveling
whenever,enjoy
whenever,traveling
usually,enjoy
usually,traveling
can't,enjoy
can't,traveling
afford,enjoy
afford,traveling
much,enjoy
much,traveling
enjoy,mm,
enjoy,well
enjoy,like
enjoy,taking,
enjoy,like
enjoy,taking
enjoy,picture
enjoy,lot
enjoy,like,
enjoy,exploring
enjoy,new
enjoy,place
enjoy,wife
enjoy,like
enjoy,see
enjoy,um,
enjoy,wildlife
enjoy,hike
enjoy,and,
enjoy,monument
enjoy,seeing
enjoy,different
enjoy,area
traveling,mm,
traveling,well
traveling,like
traveling,taking,
traveling,like
traveling,taking
traveling,picture
traveling,lot
traveling,like,
traveling,exploring
traveling,new
traveling,place
traveling,wife
traveling,like
traveling,see
traveling,um,
traveling,wildlife
traveling,hike
traveling,and,
traveling,monument
traveling,seeing
traveling,different
traveling,area
mm,,i'd
mm,,love
mm,,hear
mm,,one
mm,,trip
well,i'd
well,love
well,hear
well,one
well,trip
like,i'd
like,love
like,hear
like,one
like,trip
taking,,i'd
taking,,love
taking,,hear
taking,,one
taking,,trip
like,i'd
like,love
like,hear
like,one
like,trip
taking,i'd
taking,love
taking,hear
taking,one
taking,trip
picture,i'd
picture,love
picture,hear
picture,one
picture,trip
lot,i'd
lot,love
lot,hear
lot,one
lot,trip
like,,i'd
like,,love
like,,hear
like,,one
like,,trip
exploring,i'd
exploring,love
exploring,hear
exploring,one
exploring,trip
new,i'd
new,love
new,hear
new,one
new,trip
place,i'd
place,love
place,hear
place,one
place,trip
wife,i'd
wife,love
wife,hear
wife,one
wife,trip
like,i'd
like,love
like,hear
like,one
like,trip
see,i'd
see,love
see,hear
see,one
see,trip
um,,i'd
um,,love
um,,hear
um,,one
um,,trip
wildlife,i'd
wildlife,love
wildlife,hear
wildlife,one
wildlife,trip
hike,i'd
hike,love
hike,hear
hike,one
hike,trip
and,,i'd
and,,love
and,,hear
and,,one
and,,trip
monument,i'd
monument,love
monument,hear
monument,one
monument,trip
seeing,i'd
seeing,love
seeing,hear
seeing,one
seeing,trip
different,i'd
different,love
different,hear
different,one
different,trip
area,i'd
area,love
area,hear
area,one
area,trip
i'd,um,
i'd,well
i'd,*sigh*
i'd,we,
i'd,we've
i'd,gone
i'd,went
i'd,uh
i'd,central
i'd,california
i'd,we'd
i'd,like
i'd,able
i'd,go,
i'd,internationally
i'd,place
i'd,take
i'd,awhile
i'd,afford
i'd,we've
i'd,gone
i'd,locally
i'd,went
i'd,to,
i'd,um,
i'd,went
i'd,hurst
i'd,castle
i'd,see
i'd,sea
i'd,lion
i'd,um,
i'd,the,
i'd,elephant
i'd,seal
i'd,thing
i'd,like
love,um,
love,well
love,*sigh*
love,we,
love,we've
love,gone
love,went
love,uh
love,central
love,california
love,we'd
love,like
love,able
love,go,
love,internationally
love,place
love,take
love,awhile
love,afford
love,we've
love,gone
love,locally
love,went
love,to,
love,um,
love,went
love,hurst
love,castle
love,see
love,sea
love,lion
love,um,
love,the,
love,elephant
love,seal
love,thing
love,like
hear,um,
hear,well
hear,*sigh*
hear,we,
hear,we've
hear,gone
hear,went
hear,uh
hear,central
hear,california
hear,we'd
hear,like
hear,able
hear,go,
hear,internationally
hear,place
hear,take
hear,awhile
hear,afford
hear,we've
hear,gone
hear,locally
hear,went
hear,to,
hear,um,
hear,went
hear,hurst
hear,castle
hear,see
hear,sea
hear,lion
hear,um,
hear,the,
hear,elephant
hear,seal
hear,thing
hear,like
one,um,
one,well
one,*sigh*
one,we,
one,we've
one,gone
one,went
one,uh
one,central
one,california
one,we'd
one,like
one,able
one,go,
one,internationally
one,place
one,take
one,awhile
one,afford
one,we've
one,gone
one,locally
one,went
one,to,
one,um,
one,went
one,hurst
one,castle
one,see
one,sea
one,lion
one,um,
one,the,
one,elephant
one,seal
one,thing
one,like
trip,um,
trip,well
trip,*sigh*
trip,we,
trip,we've
trip,gone
trip,went
trip,uh
trip,central
trip,california
trip,we'd
trip,like
trip,able
trip,go,
trip,internationally
trip,place
trip,take
trip,awhile
trip,afford
trip,we've
trip,gone
trip,locally
trip,went
trip,to,
trip,um,
trip,went
trip,hurst
trip,castle
trip,see
trip,sea
trip,lion
trip,um,
trip,the,
trip,elephant
trip,seal
trip,thing
trip,like
um,,what's
um,,one
um,,memorable
um,,experience
