today,oh
today,um
today,fine
today,little
today,tired
today,uh
today,found
today,thyroid
today,think
today,acting
today,*laughter*
oh,originally
um,originally
fine,originally
little,originally
tired,originally
uh,originally
found,originally
thyroid,originally
think,originally
acting,originally
*laughter*,originally
originally,born
originally,canada
born,really
canada,really
really,i've
really,lived
really,california
really,life
really,so,
really,grey
really,today
really,grey
really,weather
really,make
really,kinda
really,um
really,know
really,sluggish
i've,move
i've,la
lived,move
lived,la
california,move
california,la
life,move
life,la
so,,move
so,,la
grey,move
grey,la
today,move
today,la
grey,move
grey,la
weather,move
weather,la
make,move
make,la
kinda,move
kinda,la
um,move
um,la
know,move
know,la
sluggish,move
sluggish,la
move,*laughter*
la,*laughter*
*laughter*,move
*laughter*,la
move,oh
move,gosh
move,year
move,year
move,ago
la,oh
la,gosh
la,year
la,year
la,ago
oh,often
oh,go
oh,back
oh,hometown
gosh,often
gosh,go
gosh,back
gosh,hometown
year,often
year,go
year,back
year,hometown
year,often
year,go
year,back
year,hometown
ago,often
ago,go
ago,back
ago,hometown
often,uh
often,think
often,i've
often,gone
often,back
often,*laughter*
often,long
often,time
go,uh
go,think
go,i've
go,gone
go,back
go,*laughter*
go,long
go,time
back,uh
back,think
back,i've
back,gone
back,back
back,*laughter*
back,long
back,time
hometown,uh
hometown,think
hometown,i've
hometown,gone
hometown,back
hometown,*laughter*
hometown,long
hometown,time
well,yeah
airfare,yeah
gone,yeah
quite,yeah
bit,yeah
last,yeah
year,yeah
gas,yeah
price,yeah
gone,yeah
so,,yeah
travel,yeah
much,yeah
fun,yeah
thing,yeah
cost,yeah
prohibitive,yeah
yeah,uh
yeah,huh
uh,compare
uh,la
huh,compare
huh,la
compare,oh
compare,let's
compare,see
compare,everything
compare,plus
compare,minus
compare,um
compare,cold
compare,weather
compare,*laughter*
compare,much
compare,sun
compare,think
compare,i'd
compare,prefer
compare,getting
compare,sun
compare,warm
compare,weather
compare,that,
compare,um
compare,pretty
compare,back
compare,natural
compare,scenery
compare,and,
compare,uh
compare,like
compare,know
compare,traffic's
compare,kind
compare,heavy
compare,that's
compare,small
compare,thing
compare,deal
compare,with,
la,oh
la,let's
la,see
la,everything
la,plus
la,minus
la,um
la,cold
la,weather
la,*laughter*
la,much
la,sun
la,think
la,i'd
la,prefer
la,getting
la,sun
la,warm
la,weather
la,that,
la,um
la,pretty
la,back
la,natural
la,scenery
la,and,
la,uh
la,like
la,know
la,traffic's
la,kind
la,heavy
la,that's
la,small
la,thing
la,deal
la,with,
oh,see
oh,mean
let's,see
let's,mean
see,see
see,mean
everything,see
everything,mean
plus,see
plus,mean
minus,see
minus,mean
um,see
um,mean
cold,see
cold,mean
weather,see
weather,mean
*laughter*,see
*laughter*,mean
much,see
much,mean
sun,see
sun,mean
think,see
think,mean
i'd,see
i'd,mean
prefer,see
prefer,mean
getting,see
getting,mean
sun,see
sun,mean
warm,see
warm,mean
weather,see
weather,mean
that,,see
that,,mean
um,see
um,mean
pretty,see
pretty,mean
back,see
back,mean
natural,see
natural,mean
scenery,see
scenery,mean
and,,see
and,,mean
uh,see
uh,mean
like,see
like,mean
know,see
know,mean
traffic's,see
traffic's,mean
kind,see
kind,mean
heavy,see
heavy,mean
that's,see
that's,mean
small,see
small,mean
thing,see
thing,mean
deal,see
deal,mean
with,,see
with,,mean
see,mhm
mean,mhm
mhm,move
mhm,la
move,move
move,la
move,family
move,came
move,started
move,uh
move,dad
move,got
move,job
move,and,
move,became
move,home
move,base
move,uh,
move,that's
la,move
la,la
la,family
la,came
la,started
la,uh
la,dad
la,got
la,job
la,and,
la,became
la,home
la,base
la,uh,
la,that's
move,easy
move,get
move,used
move,living
move,la
la,easy
la,get
la,used
la,living
la,la
family,easy
family,get
family,used
family,living
family,la
came,easy
came,get
came,used
came,living
came,la
started,easy
started,get
started,used
started,living
started,la
uh,easy
uh,get
uh,used
uh,living
uh,la
dad,easy
dad,get
dad,used
dad,living
dad,la
got,easy
got,get
got,used
got,living
got,la
job,easy
job,get
job,used
job,living
job,la
and,,easy
and,,get
and,,used
and,,living
and,,la
became,easy
became,get
became,used
became,living
became,la
home,easy
home,get
home,used
home,living
home,la
base,easy
base,get
base,used
base,living
base,la
uh,,easy
uh,,get
uh,,used
uh,,living
uh,,la
that's,easy
that's,get
that's,used
that's,living
that's,la
easy,easy
easy,easy
get,easy
get,easy
used,easy
used,easy
living,easy
living,easy
la,easy
la,easy
easy,that's
easy,good
easy,that's
easy,good
that's,uh
that's,huh
good,uh
good,huh
uh,study
uh,school
huh,study
huh,school
study,uh
study,well
study,high
study,school
study,generally
study,study
study,general
study,ed
study,yeah
study,designated
study,course
study,that,
study,went
study,college
study,business
study,major
study,let's
study,see
study,veterinary
study,major
study,*laughter*,
study,uh
study,graduated
study,degree
study,liberal
study,art
school,uh
school,well
school,high
school,school
school,generally
school,study
school,general
school,ed
school,yeah
school,designated
school,course
school,that,
school,went
school,college
school,business
school,major
school,let's
school,see
school,veterinary
school,major
school,*laughter*,
school,uh
school,graduated
school,degree
school,liberal
school,art
uh,made
uh,decide
well,made
well,decide
high,made
high,decide
school,made
school,decide
generally,made
generally,decide
study,made
study,decide
general,made
general,decide
ed,made
ed,decide
yeah,made
yeah,decide
designated,made
designated,decide
course,made
course,decide
that,,made
that,,decide
went,made
went,decide
college,made
college,decide
business,made
business,decide
major,made
major,decide
let's,made
let's,decide
see,made
see,decide
veterinary,made
veterinary,decide
major,made
major,decide
*laughter*,,made
*laughter*,,decide
uh,made
uh,decide
graduated,made
graduated,decide
degree,made
degree,decide
liberal,made
liberal,decide
art,made
art,decide
made,um,
made,know,
made,can't
made,really
made,pinpoint
made,*laughter*
decide,um,
decide,know,
decide,can't
decide,really
decide,pinpoint
decide,*laughter*
um,,okay
know,,okay
can't,okay
really,okay
pinpoint,okay
*laughter*,okay
still,working
still,social
still,service
still,i've
still,also
still,worked
still,sale
still,recently
still,i'm
still,real
still,estate,
still,i'm
still,leasing
still,consultant
still,part
still,time
working,working
working,social
working,service
working,i've
working,also
working,worked
working,sale
working,recently
working,i'm
working,real
working,estate,
working,i'm
working,leasing
working,consultant
working,part
working,time
working,happy
social,happy
service,happy
i've,happy
also,happy
worked,happy
sale,happy
recently,happy
i'm,happy
real,happy
estate,,happy
i'm,happy
leasing,happy
consultant,happy
part,happy
time,happy
happy,mean
happy,everything
happy,plus
happy,minus
happy,okay
happy,really
happy,see
happy,many
happy,negative
mean,what's
mean,dream
mean,job
everything,what's
everything,dream
everything,job
plus,what's
plus,dream
plus,job
minus,what's
minus,dream
minus,job
okay,what's
okay,dream
okay,job
really,what's
really,dream
really,job
see,what's
see,dream
see,job
many,what's
many,dream
many,job
negative,what's
negative,dream
negative,job
what's,oh,
what's,probably
what's,work
what's,uh
what's,gossip
what's,columnist
what's,at,
what's,tmz
what's,one
what's,network
what's,*laughter*
dream,oh,
dream,probably
dream,work
dream,uh
dream,gossip
dream,columnist
dream,at,
dream,tmz
dream,one
dream,network
dream,*laughter*
job,oh,
job,probably
job,work
job,uh
job,gossip
job,columnist
job,at,
job,tmz
job,one
job,network
job,*laughter*
oh,,laughter
probably,laughter
work,laughter
uh,laughter
gossip,laughter
columnist,laughter
at,,laughter
tmz,laughter
one,laughter
network,laughter
*laughter*,laughter
laughter,know
laughter,everything
laughter,entertainment
laughter,business
laughter,competitive
laughter,know
laughter,so,
laughter,would
laughter,dream
laughter,job
laughter,probably
laughter,working
laughter,uh
laughter,cat
laughter,know
laughter,animal
know,yeah
everything,yeah
entertainment,yeah
business,yeah
competitive,yeah
know,yeah
so,,yeah
would,yeah
dream,yeah
job,yeah
probably,yeah
working,yeah
uh,yeah
cat,yeah
know,yeah
animal,yeah
consider,i'm
consider,outgoing
consider,fact
consider,think
consider,i'm
consider,outgoing
consider,scare
consider,people
consider,sometimes
consider,there's
consider,lot
consider,quiet,
consider,know
consider,reserved
consider,people
consider,i'm
consider,kinda
consider,east
consider,coast
consider,know
consider,go
consider,people
consider,talk
consider,social
shy,i'm
shy,outgoing
shy,fact
shy,think
shy,i'm
shy,outgoing
shy,scare
shy,people
shy,sometimes
shy,there's
shy,lot
shy,quiet,
shy,know
shy,reserved
shy,people
shy,i'm
shy,kinda
shy,east
shy,coast
shy,know
shy,go
shy,people
shy,talk
shy,social
outgoing,i'm
outgoing,outgoing
outgoing,fact
outgoing,think
outgoing,i'm
outgoing,outgoing
outgoing,scare
outgoing,people
outgoing,sometimes
outgoing,there's
outgoing,lot
outgoing,quiet,
outgoing,know
outgoing,reserved
outgoing,people
outgoing,i'm
outgoing,kinda
outgoing,east
outgoing,coast
outgoing,know
outgoing,go
outgoing,people
outgoing,talk
outgoing,social
i'm,sometimes
i'm,i'm
i'm,feeling
i'm,tense
i'm,turn
i'm,fish
i'm,tank
i'm,screensaver
i'm,hey
i'm,know
i'm,hawaii
i'm,best
i'm,i've
i'm,got
i'm,relax
outgoing,sometimes
outgoing,i'm
outgoing,feeling
outgoing,tense
outgoing,turn
outgoing,fish
outgoing,tank
outgoing,screensaver
outgoing,hey
outgoing,know
outgoing,hawaii
outgoing,best
outgoing,i've
outgoing,got
outgoing,relax
fact,sometimes
fact,i'm
fact,feeling
fact,tense
fact,turn
fact,fish
fact,tank
fact,screensaver
fact,hey
fact,know
fact,hawaii
fact,best
fact,i've
fact,got
fact,relax
think,sometimes
think,i'm
think,feeling
think,tense
think,turn
think,fish
think,tank
think,screensaver
think,hey
think,know
think,hawaii
think,best
think,i've
think,got
think,relax
i'm,sometimes
i'm,i'm
i'm,feeling
i'm,tense
i'm,turn
i'm,fish
i'm,tank
i'm,screensaver
i'm,hey
i'm,know
i'm,hawaii
i'm,best
i'm,i've
i'm,got
i'm,relax
outgoing,sometimes
outgoing,i'm
outgoing,feeling
outgoing,tense
outgoing,turn
outgoing,fish
outgoing,tank
outgoing,screensaver
outgoing,hey
outgoing,know
outgoing,hawaii
outgoing,best
outgoing,i've
outgoing,got
outgoing,relax
scare,sometimes
scare,i'm
scare,feeling
scare,tense
scare,turn
scare,fish
scare,tank
scare,screensaver
scare,hey
scare,know
scare,hawaii
scare,best
scare,i've
scare,got
scare,relax
people,sometimes
people,i'm
people,feeling
people,tense
people,turn
people,fish
people,tank
people,screensaver
people,hey
people,know
people,hawaii
people,best
people,i've
people,got
people,relax
sometimes,sometimes
sometimes,i'm
sometimes,feeling
sometimes,tense
sometimes,turn
sometimes,fish
sometimes,tank
sometimes,screensaver
sometimes,hey
sometimes,know
sometimes,hawaii
sometimes,best
sometimes,i've
sometimes,got
sometimes,relax
there's,sometimes
there's,i'm
there's,feeling
there's,tense
there's,turn
there's,fish
there's,tank
there's,screensaver
there's,hey
there's,know
there's,hawaii
there's,best
there's,i've
there's,got
there's,relax
lot,sometimes
lot,i'm
lot,feeling
lot,tense
lot,turn
lot,fish
lot,tank
lot,screensaver
lot,hey
lot,know
lot,hawaii
lot,best
lot,i've
lot,got
lot,relax
quiet,,sometimes
quiet,,i'm
quiet,,feeling
quiet,,tense
quiet,,turn
quiet,,fish
quiet,,tank
quiet,,screensaver
quiet,,hey
quiet,,know
quiet,,hawaii
quiet,,best
quiet,,i've
quiet,,got
quiet,,relax
know,sometimes
know,i'm
know,feeling
know,tense
know,turn
know,fish
know,tank
know,screensaver
know,hey
know,know
know,hawaii
know,best
know,i've
know,got
know,relax
reserved,sometimes
reserved,i'm
reserved,feeling
reserved,tense
reserved,turn
reserved,fish
reserved,tank
reserved,screensaver
reserved,hey
reserved,know
reserved,hawaii
reserved,best
reserved,i've
reserved,got
reserved,relax
people,sometimes
people,i'm
people,feeling
people,tense
people,turn
people,fish
people,tank
people,screensaver
people,hey
people,know
people,hawaii
people,best
people,i've
people,got
people,relax
i'm,sometimes
i'm,i'm
i'm,feeling
i'm,tense
i'm,turn
i'm,fish
i'm,tank
i'm,screensaver
i'm,hey
i'm,know
i'm,hawaii
i'm,best
i'm,i've
i'm,got
i'm,relax
kinda,sometimes
kinda,i'm
kinda,feeling
kinda,tense
kinda,turn
kinda,fish
kinda,tank
kinda,screensaver
kinda,hey
kinda,know
kinda,hawaii
kinda,best
kinda,i've
kinda,got
kinda,relax
east,sometimes
east,i'm
east,feeling
east,tense
east,turn
east,fish
east,tank
east,screensaver
east,hey
east,know
east,hawaii
east,best
east,i've
east,got
east,relax
coast,sometimes
coast,i'm
coast,feeling
